source_relative_path,bytes,sha256,role,not_in_git_reason,rebuildable,current_local_location,future_storage
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/图表/图2-异尺寸镜场-生成.log,96,fd4e28977285b216758743f2ad9d9d043ef9b476432ff2eda2968f83920a63ce,可重建编译或运行中间产物；有失败证据价值者保留,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\图表\图2-异尺寸镜场-生成.log,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/图表/图2-异尺寸镜场.pdf,203561,68e4b6d96286c949f2f27a108a1193e5e2da648d16c44d66216ceeddd17327d0,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\图表\图2-异尺寸镜场.pdf,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/图表/图2-异尺寸镜场.png,97171,61e2f83bab1f52daf40ce766afa520f7778d1a93a7d4e059315b8f7dc61a7563,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\图表\图2-异尺寸镜场.png,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/学术修订记录-v001.md,18196,c5e033793544ca2b45bd078fb9633be54b229af1ca60f234c210cbb2b835fb57,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\学术修订记录-v001.md,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/完整论文-v001.log,42121,28b4f384d6b0743716dd214e9409bf3dbf83c08e461ea8f74246ecc3a3a876eb,可重建编译或运行中间产物；有失败证据价值者保留,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\完整论文-v001.log,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/完整论文-v001.md,43533,86f9f98642331632d82eef24cd2b3fddadc81773c53204a210553c7306284f83,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\完整论文-v001.md,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/完整论文-v001.pdf,440378,f1961abe482d87137cd7372800a83cde1c2a17e80736a75fe0320e13225b9a45,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\完整论文-v001.pdf,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/完整论文-v001.tex,54597,4cd1ee4bce53cec2e7f34f01098c831aaa5ffddd69a7f5ec4be5107b75202904,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\完整论文-v001.tex,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/完整论文内容模板-v001.md,38720,dd0c341892599a371640be7be1b4a0cf40ebf14c96f223dc486472dd632b3608,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\完整论文内容模板-v001.md,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/完整论文证据映射-v001.md,12684,8d1a9ea01a04984307c6fd0b3c5b322a5b1abdf4d6ec20b5bd80541482ec1341,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\完整论文证据映射-v001.md,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/完整论文静态复核-v001.json,1695,ea0040f7e9ff4e868c76e6e99bf91199e38929ad2db86162843a79c54e28b5df,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\完整论文静态复核-v001.json,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/实际搜索比较与检验证据-v001.json,902115,13d7d0ba04b4a1a83a7e3e9aacd63def1d8486d3028e0dfaaad60393aaaf7c37,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\实际搜索比较与检验证据-v001.json,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/实际搜索比较与检验证据-v001.md,3835,27ca701fa6f7593d95da9d1dd33e012bd24c77963b3429f891b884cff6aec664,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\实际搜索比较与检验证据-v001.md,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/搜索比较证据回读-v001.json,398,e91e1309ef6d9efeed01b6403ae3aec14d8d01e80049051bf2e845a591e38938,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\搜索比较证据回读-v001.json,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/整合与参考学习前基线-v001.md,4690,eeec53ea5f1bb499753d0caacc0983e09bdf0027d9c023cf33e49bb8d678a2b3,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\整合与参考学习前基线-v001.md,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/整合与参考学习前基线-v001/baseline.json,4255,6e1eecc9c833469cb1ab5923bda599d8d5c16d19e196136c53f1f4042f415c28,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\整合与参考学习前基线-v001\baseline.json,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/文件与整合一致性核验-v001.json,68718,40a4a0a79b928323ac3a7492812bd7b894c4ba7d03014ae72417a9db76ebd51d,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\文件与整合一致性核验-v001.json,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/本地编译核验-v001.json,1279,99df6e90fa8e2382e6d3c95e204e6650e43ca37a92637814ce667849ef087cd5,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\本地编译核验-v001.json,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/来源审计回读-v001.json,1984,72c108926488ce816019db2d7b8c4b3fd9ec2ee14b22afd492d1d23d218c9e9c,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\来源审计回读-v001.json,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/正文数值独立核验-v001.json,127250,a7b3dd6dc3d47e320a19ec44e3a46b2d20bbe06fdf7542896f590bce2e638ea4,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\正文数值独立核验-v001.json,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/正文数值独立核验-v001.md,1773,1ec5a46fcce7949064c1790d9567057edc6a5554d7f5cfcd418962bb22d72fe5,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\正文数值独立核验-v001.md,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/正文生成证据-v001.json,21108,67ab4db137420adb49dd058666895be6bd97984dd0b68819a32ab9e231e70c78,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\正文生成证据-v001.json,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/盲解边界与局限-v001.md,9110,19f8699a935b9909bb0c2924859890106aa61482469e16e4816dc6f33580c665,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\盲解边界与局限-v001.md,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/经验整理候选-v001.md,6672,967b4f5b18218a0c3a5bf9745e8159afc68322aee2b3c1f1f5e1f4369e492df3,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\经验整理候选-v001.md,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/结果与来源-v001.json,251541,4a160072eb1d4ee8772be10fd3ba5352f54cb98216fc592ea53f2a295aaafdfe,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\结果与来源-v001.json,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/结果与来源表-v001.md,8921,594ef2b22c263f665a394c7d8e2033ea29f6fca088e720b691d1e2a88ff121e5,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\结果与来源表-v001.md,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/边界与引用静态复核-v001.md,5595,67b3671923f08c1887c5f9a8e4032c464ca1089dbb3ff7af7390220b1f8178f0,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\边界与引用静态复核-v001.md,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/页面核验/attempt-002/PDF文本.txt,50486,1cb420377d9713f10f567c3314e88807fd4fbebdfafe9e3a24f72fb6b5ff767d,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\页面核验\attempt-002\PDF文本.txt,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/页面核验/attempt-002/PDF自动核验.json,6164,ba8643d8df1c227f2a909f83f09f7c0ffd67457185776d5b02e3b481f0e2885c,正文、代码、配置、结果、索引或必要证据,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\页面核验\attempt-002\PDF自动核验.json,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/页面核验/attempt-002/contact-01.png,807287,0022d4b76fc603c982b0f69cc4eb05629bb6bb0c343d88dc7f30b3d58312966b,逐页/重复渲染；可由PDF重建时不必全部进入普通Git,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\页面核验\attempt-002\contact-01.png,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/页面核验/attempt-002/contact-05.png,800816,aac36a77361a11f2777d747e62c37ecaa276d24dcd3c01a17211db5e3b94c257,逐页/重复渲染；可由PDF重建时不必全部进入普通Git,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\页面核验\attempt-002\contact-05.png,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/页面核验/attempt-002/contact-09.png,743891,0bb8bf5104e1951b14be6645a8151687f7443adc09dc39fd6d235f216112c16f,逐页/重复渲染；可由PDF重建时不必全部进入普通Git,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\页面核验\attempt-002\contact-09.png,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/页面核验/attempt-002/contact-13.png,739374,567af8d626dbebed0f64035084615365f772e70b7da6d662cc41e196cfbd7e36,逐页/重复渲染；可由PDF重建时不必全部进入普通Git,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\页面核验\attempt-002\contact-13.png,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/页面核验/attempt-002/contact-17.png,812748,740d572722964cce8e14a735dc9c3c27055dccfbbd8b5a6b217e7ad6779b150b,逐页/重复渲染；可由PDF重建时不必全部进入普通Git,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\页面核验\attempt-002\contact-17.png,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/页面核验/attempt-002/page-01.png,292417,8d90723595f861e0889e8908c44294d2df70b549ef7d596587227bf60c2ceb94,逐页/重复渲染；可由PDF重建时不必全部进入普通Git,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\页面核验\attempt-002\page-01.png,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/页面核验/attempt-002/page-02.png,187316,e0180d65c456fd964f7f81d3445675622b898f79db9ca7535f733e4862a24d1f,逐页/重复渲染；可由PDF重建时不必全部进入普通Git,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\页面核验\attempt-002\page-02.png,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/页面核验/attempt-002/page-03.png,142372,9b2f6e99a1bf8e798f8c9050074b5c435c598883ab1fc77a2075a3e8bcb495bd,逐页/重复渲染；可由PDF重建时不必全部进入普通Git,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\页面核验\attempt-002\page-03.png,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/页面核验/attempt-002/page-04.png,195983,8d34d46698b237bd05dd2f2524b0467eea1076031194f6940248d062e70f412e,逐页/重复渲染；可由PDF重建时不必全部进入普通Git,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\页面核验\attempt-002\page-04.png,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/页面核验/attempt-002/page-05.png,218444,3bbde611301eaf68c75b680c7140a5932043de8125056ae81a277ae9a1330fea,逐页/重复渲染；可由PDF重建时不必全部进入普通Git,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\页面核验\attempt-002\page-05.png,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/页面核验/attempt-002/page-06.png,191078,b5051389218cfef1f6fd80c3885dc3e428296af02cfbab6ea7a0af094f77d806,逐页/重复渲染；可由PDF重建时不必全部进入普通Git,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\页面核验\attempt-002\page-06.png,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/页面核验/attempt-002/page-07.png,252963,8c1a760cbfee5ea9619c75a9ac3cdb7c063e4db61c4fcbf37a72514db1a217f8,逐页/重复渲染；可由PDF重建时不必全部进入普通Git,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\页面核验\attempt-002\page-07.png,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/页面核验/attempt-002/page-08.png,137310,68f711d9768359bcbcd13eb6c8a1ae6adb24ef391c7516f78d2dc742e975d868,逐页/重复渲染；可由PDF重建时不必全部进入普通Git,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\页面核验\attempt-002\page-08.png,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/页面核验/attempt-002/page-09.png,119664,132107b1c1c037251a986b37279c0e28c6ca680024defdfd72996f5df5c73699,逐页/重复渲染；可由PDF重建时不必全部进入普通Git,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\页面核验\attempt-002\page-09.png,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/页面核验/attempt-002/page-10.png,161835,9ef3eba54bbfa8a6050545061a54d01fdd845c194bf87b050e077b86f72062cf,逐页/重复渲染；可由PDF重建时不必全部进入普通Git,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\页面核验\attempt-002\page-10.png,外部对象存储或保留本地
工作记录/冻结候选/盲解-v001/工作记录/论文/全题整合/页面核验/attempt-002/page-11.png,254433,296172516ed576366b79236f5b877d24a5e1b0a76afbde003ac0521a0d1ad4a2,逐页/重复渲染；可由PDF重建时不必全部进入普通Git,冻结包与已归档原件大量逐字节重复,视文件而定；冻结清单和正式产物已入库,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\冻结候选\盲解-v001\工作记录\论文\全题整合\页面核验\attempt-002\page-11.png,外部对象存储或保留本地
